user id,age,gender,occupation,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
236,44,F,writer,0,28,16,4,10,28,8,0,62,2,1,5,9,7,30,14,28,15,6
237,49,M,administrator,0,7,2,2,1,10,4,0,23,1,3,2,2,6,10,5,14,11,0
238,42,F,administrator,0,9,6,1,2,13,0,0,7,0,0,0,1,1,10,6,5,4,0
239,39,M,artist,0,19,13,2,6,43,10,4,76,1,5,9,9,13,28,17,22,21,2
240,23,F,educator,0,10,1,0,0,4,3,0,7,0,1,5,1,2,5,3,12,3,0
241,26,F,student,0,5,0,0,0,2,4,0,12,0,1,5,0,4,3,2,10,2,0
242,33,M,educator,0,0,1,1,1,3,2,0,11,0,0,0,0,1,10,0,3,2,0
243,33,M,educator,0,6,4,1,6,27,3,1,59,1,0,1,0,1,26,2,4,8,1
244,28,M,technician,0,47,20,9,8,101,8,1,100,2,2,8,10,4,50,22,31,22,4
245,22,M,student,0,7,8,3,7,9,0,0,3,1,0,0,3,0,5,5,4,3,0
246,19,M,student,0,69,39,13,20,69,18,1,44,2,0,24,13,5,32,37,48,13,6
247,28,M,engineer,0,9,6,1,3,8,1,1,10,0,0,0,0,0,6,8,4,4,0
248,25,M,student,0,24,8,2,1,12,8,0,18,0,2,6,1,3,7,15,14,11,1
249,25,M,student,0,55,24,7,4,44,24,1,61,3,2,3,4,9,27,27,49,16,1
250,29,M,executive,0,25,12,11,15,34,13,1,42,1,1,7,10,8,20,20,38,7,0
251,28,M,doctor,0,31,17,3,5,20,5,1,23,1,0,3,3,2,16,14,26,7,0
252,42,M,engineer,0,1,0,1,1,3,2,1,17,0,0,0,0,1,7,1,4,1,0
253,26,F,librarian,0,30,14,3,8,27,9,0,36,0,1,6,5,3,21,10,27,8,3
254,44,M,educator,0,44,50,16,52,42,5,1,48,8,0,14,21,3,17,29,15,15,5
255,23,M,entertainment,0,37,13,0,1,7,5,0,13,1,0,28,0,5,5,13,42,4,1
256,35,F,none,0,73,36,4,9,57,18,0,68,1,3,10,6,6,55,25,71,11,4
257,17,M,student,0,6,4,0,1,9,5,1,40,0,0,2,1,4,21,5,6,5,0
258,19,F,student,0,7,1,0,1,4,1,0,11,0,0,1,1,2,8,1,10,3,0
259,21,M,student,0,16,8,0,0,12,3,0,18,0,1,4,1,2,9,9,10,8,1
260,40,F,artist,0,10,1,1,1,3,2,0,9,0,0,4,3,6,4,2,11,2,0
261,28,M,administrator,0,8,2,1,5,11,0,0,8,1,0,1,1,2,4,0,9,3,0
262,19,F,student,0,27,16,12,19,53,11,0,64,4,0,11,17,2,45,20,30,9,0
263,41,M,programmer,0,35,19,5,15,25,4,0,55,3,1,3,10,8,21,17,29,23,6
264,36,F,writer,0,12,7,1,0,63,10,3,38,1,3,21,4,4,22,9,16,4,1
265,26,M,executive,0,14,8,2,3,13,5,0,21,1,0,1,0,2,9,6,15,4,0
266,62,F,administrator,0,2,1,0,0,3,1,0,20,0,0,0,2,1,9,0,3,2,0
267,23,M,engineer,0,74,35,7,5,57,20,0,50,4,4,6,6,8,26,39,50,21,5
268,24,M,engineer,1,113,55,16,21,118,29,1,76,5,7,27,15,16,43,51,86,20,10
269,31,F,librarian,0,51,27,2,14,110,31,4,148,4,10,18,14,19,59,36,53,28,7
270,18,F,student,0,30,12,1,2,28,6,0,56,1,0,24,3,6,43,15,44,7,1
271,51,M,engineer,0,45,29,6,14,87,20,3,134,6,6,6,14,15,59,21,47,33,10
272,33,M,scientist,0,15,6,0,2,12,6,2,22,1,1,6,0,2,7,8,10,12,0
273,50,F,other,0,2,1,0,1,7,2,0,15,0,0,1,1,3,6,0,5,2,0
274,20,F,student,0,14,11,3,6,24,2,0,27,2,0,4,4,1,24,5,13,8,0
275,38,M,engineer,0,42,32,22,25,20,0,0,18,2,1,4,18,3,9,26,19,10,2
276,21,M,student,0,158,76,24,37,158,52,4,168,10,6,47,25,23,64,78,135,28,12
277,35,F,administrator,0,11,8,2,3,12,9,0,29,1,1,0,1,4,14,7,11,5,0
278,37,F,librarian,0,6,1,1,1,5,1,0,13,0,2,1,1,3,5,1,8,4,0
279,33,M,programmer,0,116,60,20,32,211,28,4,99,7,4,19,18,12,65,50,59,24,9
280,30,F,librarian,0,73,39,13,32,83,18,0,87,6,2,12,15,7,54,31,56,20,4
281,15,F,student,0,5,4,2,5,6,1,0,7,1,0,2,3,4,3,2,9,3,0
282,22,M,administrator,0,7,3,0,0,4,3,0,7,0,1,3,1,4,2,4,9,2,0
283,28,M,programmer,0,8,7,6,8,36,4,0,8,1,0,2,9,2,12,4,5,2,1
284,40,M,executive,0,7,2,0,3,9,6,0,26,0,1,2,2,8,12,2,13,3,0
285,25,M,programmer,0,5,2,1,2,9,6,0,14,0,1,4,2,4,8,4,10,2,0
286,27,M,student,0,53,39,17,27,131,21,2,98,5,2,15,22,7,61,34,41,11,3
287,21,M,salesman,0,20,8,3,2,23,9,0,22,0,0,5,0,3,11,11,18,5,0
288,34,M,marketing,0,16,9,0,1,11,7,1,48,0,0,2,3,1,11,6,7,21,3
289,11,M,none,0,13,8,2,4,7,2,0,7,0,0,0,2,1,3,4,6,2,0
290,40,M,engineer,0,53,43,14,28,46,3,0,43,6,2,4,17,5,24,33,27,22,2
291,19,M,student,0,78,33,15,22,93,27,1,89,6,3,28,12,11,36,33,90,14,6
292,35,F,programmer,0,38,19,3,5,23,12,4,48,2,6,5,6,12,22,20,37,14,4
293,24,M,writer,0,94,40,12,20,111,36,1,165,4,8,17,21,18,73,46,96,29,10
294,34,M,technician,0,58,26,3,4,41,21,0,40,2,2,10,3,15,24,22,55,13,1
295,31,M,educator,0,48,35,10,27,67,9,1,73,4,2,6,22,6,49,24,20,17,7
296,43,F,administrator,0,29,12,3,4,40,15,3,80,0,3,0,5,7,32,16,22,15,2
297,29,F,educator,1,50,22,9,14,62,19,1,67,1,2,12,10,9,38,23,50,21,3
298,44,M,executive,0,26,20,12,23,39,5,1,51,3,1,4,15,5,28,12,20,21,3
299,29,M,doctor,0,39,21,16,16,107,19,10,126,4,5,9,19,10,73,30,41,20,4
300,26,F,programmer,0,7,1,0,2,12,1,0,3,0,0,1,0,2,3,2,6,1,0
301,24,M,student,0,97,51,13,23,98,23,0,82,4,3,13,19,5,43,46,62,29,7
302,42,M,educator,0,9,4,0,0,3,3,0,6,0,1,1,1,4,3,4,10,3,0
303,19,M,student,0,128,59,18,33,184,38,5,152,7,6,29,29,20,85,61,106,26,10
304,22,F,student,0,8,1,0,2,7,0,0,7,0,0,5,0,3,8,3,10,3,0
305,23,M,programmer,0,44,26,5,6,67,18,1,114,1,5,4,13,11,48,25,39,24,2
306,45,M,other,0,2,1,0,0,16,1,0,17,0,0,0,2,0,8,3,2,3,0
307,25,M,student,0,38,30,9,9,37,6,3,34,3,1,4,12,2,21,32,14,14,0
308,60,M,retired,0,76,43,12,25,126,37,5,163,7,13,27,28,19,66,40,82,30,9
309,40,M,scientist,0,6,2,1,2,4,1,0,8,0,0,0,2,3,4,1,6,4,0
310,37,M,educator,0,6,6,0,2,6,1,2,6,1,0,0,0,0,7,6,1,2,0
311,32,M,technician,0,71,46,11,30,77,20,2,126,5,4,12,18,11,65,31,52,29,13
312,48,M,other,0,32,24,11,12,58,8,4,96,0,11,8,21,17,47,21,37,32,6
313,41,M,marketing,0,68,42,23,39,73,19,0,85,4,10,16,21,16,43,33,59,31,9
314,20,F,student,0,34,21,11,35,111,14,0,91,4,0,6,12,5,60,9,42,5,3
315,31,M,educator,0,17,6,0,1,28,15,4,35,0,6,5,2,7,10,8,25,11,1
316,43,F,other,0,14,9,2,4,9,4,1,52,0,2,3,4,1,24,4,10,14,2
317,22,M,administrator,0,11,3,0,0,2,1,0,6,0,1,2,0,4,5,4,14,4,0
318,65,M,retired,0,23,15,2,17,84,17,0,79,3,1,3,13,7,37,9,11,15,2
319,38,M,programmer,1,6,1,0,2,5,4,0,8,0,1,2,0,5,4,1,10,1,0
320,19,M,student,0,75,32,10,10,43,14,0,26,3,1,14,6,4,30,30,51,9,7
321,49,F,educator,0,15,12,1,4,27,7,3,74,0,5,0,7,13,33,6,13,18,2
322,20,M,student,0,9,2,1,1,6,10,2,24,0,6,2,0,7,12,4,18,7,0
323,21,M,student,0,23,9,1,3,21,12,1,46,0,0,1,4,6,17,11,26,11,1
324,21,F,student,0,14,5,2,4,15,8,0,31,1,0,3,2,5,18,7,19,5,0
325,48,M,technician,0,29,21,9,11,42,9,3,62,1,4,7,12,8,20,20,19,22,3
326,41,M,administrator,0,56,32,4,11,50,9,2,61,3,6,24,8,11,31,28,32,22,6
327,22,M,student,0,65,26,7,10,100,25,7,113,4,3,15,10,16,57,32,58,23,4
328,51,M,administrator,0,98,40,2,10,46,31,1,135,3,6,13,9,15,44,36,86,39,14
329,48,M,educator,0,20,7,1,3,14,10,0,30,2,2,2,2,5,15,7,23,10,0
330,35,F,educator,0,30,24,15,26,53,7,1,53,2,1,6,19,4,35,14,22,16,7
331,33,M,entertainment,0,3,5,1,4,16,7,4,40,0,2,3,3,5,13,2,9,9,0
332,20,M,student,0,77,37,4,5,45,17,0,49,3,4,10,2,17,22,32,77,13,7
333,47,M,other,0,7,2,0,1,13,2,0,8,0,0,0,1,1,8,0,7,3,1
334,32,M,librarian,0,59,34,6,15,95,27,2,174,4,8,14,16,22,75,36,60,27,5
335,45,M,executive,0,8,2,0,0,4,2,0,7,0,0,2,0,8,3,4,13,2,0
336,23,M,salesman,0,17,9,1,5,100,8,0,24,1,0,3,4,2,29,6,12,2,3
337,37,M,scientist,0,21,17,0,2,5,1,0,11,1,0,0,0,1,5,17,7,9,0
338,39,F,librarian,0,4,4,4,2,32,3,0,30,0,4,2,2,8,22,4,12,9,1
339,35,M,lawyer,0,60,27,6,11,74,30,2,110,2,11,15,12,12,39,36,50,29,7
340,46,M,engineer,0,10,9,7,11,16,1,0,14,2,0,0,6,1,10,6,3,9,1
341,17,F,student,0,4,2,0,1,8,2,0,6,0,1,3,0,1,3,1,5,0,0
342,25,F,other,0,12,5,6,5,83,18,4,102,2,5,4,7,7,47,10,28,5,0
343,43,M,engineer,0,49,27,5,7,62,20,1,119,3,6,8,6,11,42,29,48,25,5
344,30,F,librarian,0,40,23,7,10,61,12,2,83,1,2,5,7,8,50,18,39,14,4
345,28,F,librarian,0,39,19,4,8,70,15,1,125,0,1,5,9,10,68,11,47,16,4
346,34,M,other,0,81,32,1,11,46,23,1,65,5,5,10,6,8,28,26,61,21,7
347,18,M,student,0,75,34,10,15,54,19,0,73,4,0,7,9,8,31,26,55,19,6
348,24,F,student,0,13,9,4,8,23,2,0,18,2,0,5,2,2,7,4,18,2,0
349,68,M,retired,0,4,1,1,1,7,4,2,25,1,1,1,1,1,8,2,11,4,0
350,32,M,student,0,16,10,1,2,9,2,0,19,0,4,3,2,4,9,14,13,12,2
351,61,M,educator,0,12,2,2,3,4,5,0,21,0,0,4,3,5,9,2,19,4,0
352,37,F,programmer,0,23,10,0,0,8,14,0,11,0,4,3,0,1,11,13,18,4,0
353,25,M,scientist,0,9,3,0,0,2,3,0,16,0,0,1,0,4,4,6,10,4,0
354,29,F,librarian,0,18,14,4,10,77,3,4,136,3,3,2,15,10,67,15,18,22,4
355,25,M,student,0,6,2,0,0,2,3,1,8,0,0,4,1,5,7,4,11,2,0
356,32,F,homemaker,0,6,1,0,1,5,2,1,12,1,0,2,0,5,4,1,10,2,0
357,26,M,executive,0,26,12,3,6,27,4,0,20,3,0,2,1,4,14,10,18,8,0
358,40,M,educator,0,3,3,1,3,7,2,0,32,1,0,2,1,3,7,4,2,3,0
359,22,M,student,0,20,9,2,1,2,2,0,6,1,0,0,0,1,8,8,13,4,0
360,51,M,other,0,24,12,2,5,22,9,1,58,2,2,0,1,8,22,12,15,21,1
361,22,M,student,0,19,8,0,0,42,11,1,53,0,6,4,5,8,46,9,29,9,3
362,35,F,homemaker,0,10,0,0,0,5,4,0,9,0,1,1,0,6,4,2,17,2,0
363,20,M,student,0,99,44,15,14,92,31,1,108,3,7,33,11,17,40,56,85,20,6
364,63,M,engineer,0,0,0,0,1,9,1,0,9,0,1,1,2,1,8,0,4,3,0
365,29,M,lawyer,0,4,3,2,4,23,3,1,29,0,0,2,4,2,11,6,7,3,0
366,20,F,student,0,6,3,0,0,6,2,0,5,0,0,25,0,0,2,5,11,0,0
367,17,M,student,0,17,7,0,0,7,6,0,12,0,1,31,0,5,5,15,20,3,0
368,18,M,student,0,13,5,0,0,5,8,1,11,0,1,26,0,0,4,11,14,2,0
369,24,M,student,0,8,7,1,1,6,1,0,7,0,0,0,0,0,7,7,3,4,0
370,52,M,writer,0,16,9,1,1,25,4,0,28,1,4,2,3,9,12,11,19,9,2
371,36,M,engineer,0,20,10,1,2,15,5,0,19,1,0,5,1,0,9,9,10,7,4
372,25,F,student,0,11,3,0,0,2,14,0,29,0,1,20,0,6,7,5,33,3,0
373,24,F,other,0,57,35,18,30,83,11,2,90,3,2,4,21,5,53,23,29,20,6
374,36,M,executive,0,85,46,5,14,71,33,1,97,6,5,14,5,12,40,39,86,14,2
375,17,M,entertainment,0,9,1,0,0,0,5,0,5,0,3,6,0,5,1,4,23,1,0
376,28,F,other,0,2,1,0,0,8,2,0,15,0,0,1,2,2,13,1,8,1,0
377,22,M,student,0,11,5,0,0,8,3,0,11,0,0,7,0,1,6,5,13,1,0
378,35,M,student,0,89,53,15,37,117,22,2,170,5,2,18,27,11,79,38,66,27,7
379,44,M,programmer,0,52,32,2,15,72,11,3,72,1,2,16,5,8,33,30,32,20,6
380,32,M,engineer,0,34,20,4,11,41,6,1,78,1,4,11,8,9,28,26,28,26,4
381,33,M,artist,0,17,15,10,20,27,8,2,63,0,5,4,14,11,33,10,24,11,1
382,45,M,engineer,0,8,4,0,1,13,8,1,33,0,0,1,0,2,7,9,10,6,1
383,42,M,administrator,0,3,1,0,2,14,4,0,46,0,6,2,2,9,16,3,13,8,2
384,52,M,programmer,0,9,2,1,2,3,3,0,9,0,1,1,2,5,5,4,10,3,0
385,36,M,writer,0,44,27,9,12,88,26,8,123,2,10,17,18,14,48,27,41,24,4
386,36,M,salesman,0,22,9,0,0,0,3,0,4,0,0,0,0,1,2,6,11,4,1
387,33,M,entertainment,0,73,41,21,21,83,32,5,116,2,3,29,16,9,38,43,57,32,5
388,31,M,other,0,14,5,2,3,8,6,0,20,0,1,11,1,6,5,5,22,3,0
389,44,F,writer,0,32,19,13,24,120,18,2,102,6,9,11,28,14,62,19,37,21,3
390,42,F,writer,0,4,3,2,3,5,4,0,19,0,1,0,3,3,8,2,8,4,0
391,23,M,student,0,26,13,1,3,23,14,1,66,0,1,4,5,9,21,11,26,17,7
392,52,M,writer,0,20,12,5,4,28,11,3,57,0,3,2,6,9,22,11,19,11,2
393,19,M,student,0,124,73,22,56,191,24,2,135,11,3,13,22,15,76,52,84,22,10
394,25,M,administrator,0,73,42,3,13,51,10,0,30,4,1,15,6,1,21,44,38,10,3
395,43,M,other,0,21,15,3,6,17,4,0,23,3,1,2,3,2,13,10,11,7,1
396,57,M,engineer,0,25,10,1,2,6,3,0,17,1,1,2,0,6,6,5,32,4,1
397,17,M,student,0,26,10,3,10,24,16,0,47,1,4,5,7,12,15,15,28,11,2
398,40,M,other,0,33,27,8,14,73,13,0,63,2,3,5,12,12,39,19,23,18,7
399,25,M,other,0,97,60,18,41,86,27,5,103,5,2,20,21,10,43,42,68,23,6
400,33,F,administrator,0,7,1,0,2,6,2,0,6,0,0,4,0,2,6,2,9,2,0
401,46,F,healthcare,0,27,18,7,13,51,10,1,64,1,3,1,10,14,43,9,26,21,4
402,30,M,engineer,0,17,10,3,4,22,6,2,29,0,0,1,1,5,13,11,14,10,1
403,37,M,other,0,18,10,2,3,18,3,0,15,1,0,4,0,2,10,10,14,6,0
404,29,F,programmer,0,12,1,0,3,14,6,0,17,1,1,3,1,6,7,3,17,6,0
405,22,F,healthcare,0,122,73,30,77,222,41,16,309,12,12,60,24,21,110,54,99,39,21
406,52,M,educator,0,53,36,15,17,103,25,8,151,4,7,28,27,13,60,36,47,36,7
407,29,M,engineer,0,62,37,13,18,91,15,0,69,3,6,24,16,11,39,34,38,20,7
408,23,M,student,0,9,2,0,1,8,4,0,11,0,1,1,1,6,6,4,10,2,0
409,48,M,administrator,0,32,19,4,4,54,9,3,101,0,5,5,9,16,38,17,36,25,4
410,30,F,artist,0,6,0,1,1,7,2,0,16,0,0,0,3,2,9,1,9,2,0
411,34,M,educator,0,27,17,2,4,19,4,0,20,0,2,1,4,3,13,13,10,6,2
412,25,M,educator,0,15,8,6,2,15,4,1,22,0,0,3,2,1,9,7,13,5,0
413,55,M,educator,0,14,6,0,0,9,7,0,29,0,1,1,1,7,14,10,12,9,0
414,24,M,programmer,0,5,0,0,0,3,4,0,11,0,1,3,0,3,3,5,13,1,0
415,39,M,educator,0,6,1,1,2,5,2,0,8,0,0,1,1,3,5,3,10,3,0
416,20,F,student,0,109,61,18,48,158,40,2,212,8,3,23,27,20,111,32,101,32,10
417,27,F,other,0,107,55,19,28,127,29,2,106,6,5,36,20,14,64,61,79,26,8
418,55,F,none,0,4,2,0,1,3,3,0,8,0,2,2,1,5,2,1,9,0,0
419,37,M,lawyer,0,9,6,1,1,9,1,0,12,0,2,0,1,2,12,4,7,4,0
420,53,M,educator,0,3,2,1,0,7,4,0,20,0,2,1,1,7,8,2,9,3,0
421,38,F,programmer,0,18,9,0,1,9,13,0,20,1,5,10,0,6,10,12,24,6,0
422,26,M,entertainment,1,25,11,1,3,18,14,0,35,1,2,30,0,9,9,19,27,7,1
423,64,M,other,0,15,4,0,1,3,13,0,44,0,3,1,0,6,8,2,23,8,0
424,36,F,marketing,0,8,4,4,9,10,2,2,21,0,0,2,3,1,8,3,6,4,2
425,19,M,student,0,111,42,2,4,30,25,1,54,0,3,28,6,11,25,46,73,20,6
426,55,M,educator,0,8,10,4,5,26,9,0,37,0,10,5,12,11,16,6,22,15,4
427,51,M,doctor,0,7,3,1,2,6,3,0,13,0,1,2,3,5,6,1,9,2,0
428,28,M,student,0,11,3,1,5,16,8,0,22,1,2,3,3,7,10,2,17,6,0
429,27,M,student,0,99,57,14,32,132,29,3,167,9,6,28,24,18,72,41,73,32,11
430,38,M,scientist,0,17,8,2,1,11,12,0,32,0,2,6,0,3,11,13,15,10,0
431,24,M,marketing,0,8,1,1,1,3,5,0,6,0,1,1,1,5,4,1,13,4,0
432,22,M,entertainment,0,17,11,1,2,24,6,0,22,1,0,2,0,2,12,11,15,4,0
433,27,M,artist,0,11,6,1,2,6,7,0,18,0,2,1,1,4,7,4,15,7,1
434,16,F,student,0,7,4,1,5,17,2,0,15,1,0,4,0,0,10,3,8,3,0
435,24,M,engineer,0,113,66,19,30,128,29,2,104,8,3,43,16,14,48,66,90,29,6
436,30,F,administrator,0,25,7,3,6,50,15,0,65,3,1,11,7,3,30,12,34,4,4
437,27,F,other,0,37,23,15,29,82,15,1,117,4,6,16,25,8,65,22,45,18,5
438,51,F,administrator,0,11,7,1,1,14,1,0,11,0,0,0,1,0,11,5,8,6,0
439,23,F,administrator,0,6,2,1,0,9,4,0,15,0,0,3,0,2,7,3,8,1,0
440,30,M,other,0,10,3,0,2,12,5,0,28,0,0,0,1,4,15,3,13,5,0
441,50,M,technician,0,6,2,2,3,7,1,0,6,0,0,1,1,2,2,2,5,1,0
442,22,M,student,0,62,26,1,0,42,19,0,36,0,1,19,2,5,20,27,47,10,4
443,35,M,salesman,0,9,2,0,0,4,5,1,7,0,0,2,0,4,4,7,9,4,0
444,51,F,lawyer,0,12,2,0,0,2,2,0,13,0,0,1,0,2,10,4,10,5,0
445,21,M,writer,0,38,13,2,2,32,25,2,53,0,2,7,2,10,13,15,47,8,2
446,57,M,educator,0,7,0,0,0,6,7,0,19,0,2,2,1,6,6,1,14,5,0
447,30,M,administrator,0,43,21,2,4,42,16,1,48,1,5,9,4,5,30,24,42,18,2
448,23,M,entertainment,0,1,2,0,1,9,5,4,22,0,1,2,1,6,3,3,6,3,0
449,23,M,librarian,0,9,2,2,1,18,9,2,41,1,0,1,1,2,14,3,17,4,0
450,35,F,educator,0,92,64,15,50,186,34,2,237,7,13,19,31,26,119,41,88,41,13
451,16,M,student,0,17,7,1,8,26,10,3,38,1,2,5,3,11,17,5,29,6,0
452,35,M,administrator,0,46,28,12,22,64,10,1,88,2,3,6,13,10,43,21,33,26,6
453,18,M,student,0,48,24,1,7,58,16,1,59,1,0,8,8,1,24,18,35,13,3
454,57,M,other,0,49,32,9,17,55,18,1,110,2,7,2,17,18,60,22,50,25,8
455,48,M,administrator,0,57,29,3,10,39,15,0,99,2,2,10,5,9,44,29,45,19,2
456,24,M,technician,0,48,20,8,10,60,21,2,95,2,3,13,13,12,40,22,41,16,4
457,33,F,salesman,0,72,41,6,17,87,15,1,116,4,3,14,13,6,55,43,49,25,5
458,47,M,technician,0,29,11,9,9,39,18,4,98,1,4,5,9,11,28,15,37,18,4
459,22,M,student,0,42,20,6,13,39,7,0,35,3,0,2,6,8,24,20,39,13,0
460,44,F,other,0,9,4,1,3,13,11,2,44,0,1,2,1,6,15,5,12,5,0
461,15,M,student,0,4,2,0,2,10,2,0,8,0,1,1,1,3,5,4,3,2,1
462,19,F,student,0,9,4,0,3,7,4,0,16,0,0,3,1,3,6,3,13,4,0
463,48,F,healthcare,0,21,15,5,17,50,8,1,59,2,1,2,7,3,35,9,17,9,0
464,60,M,writer,0,17,5,0,1,14,12,0,15,0,2,2,2,8,9,10,24,8,1
465,32,M,other,0,12,9,7,11,21,6,2,37,1,2,0,6,6,14,12,14,13,1
466,22,M,student,0,58,19,1,2,16,17,0,34,1,3,7,1,12,19,15,38,11,2
467,29,M,engineer,0,11,8,2,1,12,10,1,20,0,1,1,0,3,5,10,9,3,0
468,28,M,engineer,0,26,18,4,10,43,14,0,81,2,2,1,8,6,27,17,23,16,3
